client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
0f31bb1f804ffbf360c90c6ea41a8084872d1e61a0dc02dced9ae922b80c122e0898135057e14139047f986622b8dbad677740a501655946d04e8ff8c6bd55ad	common_voice_fr_31887724.mp3	C'est aussi d'animer le volet culturel.	0	0				fr	
0f31bb1f804ffbf360c90c6ea41a8084872d1e61a0dc02dced9ae922b80c122e0898135057e14139047f986622b8dbad677740a501655946d04e8ff8c6bd55ad	common_voice_fr_31887748.mp3	Il fit appeler comme successeur Xénocrate.	0	0				fr	
0f31bb1f804ffbf360c90c6ea41a8084872d1e61a0dc02dced9ae922b80c122e0898135057e14139047f986622b8dbad677740a501655946d04e8ff8c6bd55ad	common_voice_fr_31887769.mp3	Les quatre compositions sont actuellement en création.	0	0				fr	
0f31bb1f804ffbf360c90c6ea41a8084872d1e61a0dc02dced9ae922b80c122e0898135057e14139047f986622b8dbad677740a501655946d04e8ff8c6bd55ad	common_voice_fr_31887782.mp3	Un jeu qui stimule la créativité et l'imagination.	0	0				fr	
0f31bb1f804ffbf360c90c6ea41a8084872d1e61a0dc02dced9ae922b80c122e0898135057e14139047f986622b8dbad677740a501655946d04e8ff8c6bd55ad	common_voice_fr_31927041.mp3	Comment faire en sorte que Christiane ne s’en aperçoive pas ?	0	0				fr	
0f31bb1f804ffbf360c90c6ea41a8084872d1e61a0dc02dced9ae922b80c122e0898135057e14139047f986622b8dbad677740a501655946d04e8ff8c6bd55ad	common_voice_fr_31927055.mp3	La première édition se déroule à Helsinki.	0	0				fr	
0f31bb1f804ffbf360c90c6ea41a8084872d1e61a0dc02dced9ae922b80c122e0898135057e14139047f986622b8dbad677740a501655946d04e8ff8c6bd55ad	common_voice_fr_31927063.mp3	Il appartient au groupe des chloramines.	0	0				fr	
0f31bb1f804ffbf360c90c6ea41a8084872d1e61a0dc02dced9ae922b80c122e0898135057e14139047f986622b8dbad677740a501655946d04e8ff8c6bd55ad	common_voice_fr_31927074.mp3	Jésus flottant dans le ciel est remplacé par une sorcière sur son balai.	0	0				fr	
0f31bb1f804ffbf360c90c6ea41a8084872d1e61a0dc02dced9ae922b80c122e0898135057e14139047f986622b8dbad677740a501655946d04e8ff8c6bd55ad	common_voice_fr_31927085.mp3	Les techniques plus basiques pouvant laisser de nombreux cas de pannes non gérés.	0	0				fr	
0f31bb1f804ffbf360c90c6ea41a8084872d1e61a0dc02dced9ae922b80c122e0898135057e14139047f986622b8dbad677740a501655946d04e8ff8c6bd55ad	common_voice_fr_31927118.mp3	Mais il se forgeait une réputation.	0	0				fr	
0f31bb1f804ffbf360c90c6ea41a8084872d1e61a0dc02dced9ae922b80c122e0898135057e14139047f986622b8dbad677740a501655946d04e8ff8c6bd55ad	common_voice_fr_31927139.mp3	L'enseignement et la culture y sont dominés par l'Église luthérienne jusqu'à la République.	0	0				fr	
