client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
172b128e79d3769c3f31072ec54aab4645b31130936c49ce401355172ce546f95990a624af6fc6a7c3831495d41bbcddb6062745fc1cbee29cef8cacf6509481	common_voice_fr_31835682.mp3	Le lac Totoral fait partie du bassin du río Limay, donc du río Negro.	1	2	fourties	male	Français de France	fr	
80bb8c00cba577dc4f21ba8a7b77740d9b1edd2e82a07ce3dbad7911dd3e3ff893f8af77640a9fdca356152f3f9f1dd5934f1a4390537274228a906a1ad943ba	common_voice_fr_31835704.mp3	Après la guerre, il restait douze béguinages actifs en Flandre, et deux aux Pays-Bas.	0	2	seventies	male		fr	
172b128e79d3769c3f31072ec54aab4645b31130936c49ce401355172ce546f95990a624af6fc6a7c3831495d41bbcddb6062745fc1cbee29cef8cacf6509481	common_voice_fr_31835715.mp3	Le lieu de Ce' diffère très peu de celui de Ce.	1	2	fourties	male	Français de France	fr	
dcd276b1e14516b3473e5e4d80fb8e725759d58a87dff4c8b301b7bf00e798bb74092586accc96bec59b1168190af56008e2b67e1e1e9dea7837303ab9bb573c	common_voice_fr_31849385.mp3	Il est le deuxième album studio des Black Crowes.	1	2	fourties	male	Français de France	fr	
dcd276b1e14516b3473e5e4d80fb8e725759d58a87dff4c8b301b7bf00e798bb74092586accc96bec59b1168190af56008e2b67e1e1e9dea7837303ab9bb573c	common_voice_fr_31849410.mp3	Drefféac est située à au sud de Redon et au nord de Pontchâteau.	1	2	fourties	male	Français de France	fr	
dcd276b1e14516b3473e5e4d80fb8e725759d58a87dff4c8b301b7bf00e798bb74092586accc96bec59b1168190af56008e2b67e1e1e9dea7837303ab9bb573c	common_voice_fr_31849720.mp3	Il est le frère de Kari Suoraniemi et le père de Mika Suoraniemi.	1	2	fourties	male	Français de France	fr	
d01ac25385bb8e4f164e954359da0355119a5c6db3726777617f36d5e67b172d3c2cb9c6bfb860bb18a106d6853d062b596dca83bc43e9b9ab195b4c42b2fdf9	common_voice_fr_31851675.mp3	Paul Eddington est le commandant en second de Rock Torrey.	0	2				fr	
dcd276b1e14516b3473e5e4d80fb8e725759d58a87dff4c8b301b7bf00e798bb74092586accc96bec59b1168190af56008e2b67e1e1e9dea7837303ab9bb573c	common_voice_fr_31855105.mp3	On trouve également les dénominations de langue duale ou d'intransitivité scindée.	1	2	fourties	male	Français de France	fr	
dcd276b1e14516b3473e5e4d80fb8e725759d58a87dff4c8b301b7bf00e798bb74092586accc96bec59b1168190af56008e2b67e1e1e9dea7837303ab9bb573c	common_voice_fr_31855107.mp3	En finale, la tenante du titre Natalie Grainger l'emporte face Shelley Kitchen.	1	2	fourties	male	Français de France	fr	
dcd276b1e14516b3473e5e4d80fb8e725759d58a87dff4c8b301b7bf00e798bb74092586accc96bec59b1168190af56008e2b67e1e1e9dea7837303ab9bb573c	common_voice_fr_31855117.mp3	Les flots démesurés poussant de longs abois	1	2	fourties	male	Français de France	fr	
dcd276b1e14516b3473e5e4d80fb8e725759d58a87dff4c8b301b7bf00e798bb74092586accc96bec59b1168190af56008e2b67e1e1e9dea7837303ab9bb573c	common_voice_fr_31855129.mp3	Ils ont été tous les deux décapités sur la voie Aurélia.	1	2	fourties	male	Français de France	fr	
